Expt,Subject,Session,TE,Cond,RCL-L6p,INT_list6,TEST_EXP1,TEST_EXP2,TEST_EXP3,TEST_EXP4,TEST_EXP5,TEST_EXP6,L1_ARC,L2_ARC,L3_ARC,L4_ARC,L5_ARC,L6_ARC
4,413,1,NTE,Always-Tested,0.6,1,,,,,,,0.22,0.08,0.47,0.21,0,0.73
4,414,2,NTE,Always-Tested,0.4,0,,,,,,,0,-0.67,-0.38,-0.04,-0.25,0.25
4,415,3,NTE,Always-Tested,0.93,0,,,,,,,0.04,0.31,1,0.47,0.64,0.3
4,416,4,NTE,Always-Tested,0.33,1,,,,,,,-0.08,1,-0.08,-1,0,-0.67
4,417,5,NTE,Always-Tested,0.73,0,,,,,,,-0.05,0.25,0.44,0.68,0.81,0.78
4,418,6,NTE,Always-Tested,0.4,0,,,,,,,0.27,-0.33,1,-0.43,0.4,-0.5
4,419,1,NTE,Always-Tested,1,0,,,,,,,0.25,0.44,0.56,0.75,0.72,0.63
4,420,2,NTE,Always-Tested,0.4,0,,,,,,,0.33,0.29,0,1,1,1
4,421,3,NTE,Always-Tested,0.73,0,,,,,,,-0.09,0.11,0.5,0.46,0.56,1
4,422,4,NTE,Always-Tested,0.6,0,,,,,,,0.58,0.45,0.37,0.33,0.5,0.65
4,423,5,NTE,Always-Tested,0.2,0,,,,,,,-0.08,1,0.64,0,1,0
4,424,6,NTE,Always-Tested,0.8,0,,,,,,,0,-0.5,-0.31,0.78,0.86,0.81
4,425,1,NTE,Always-Tested,0.53,0,,,,,,,0.52,0.68,0.78,0.79,0.21,0.67
4,426,2,NTE,Always-Tested,0.6,0,,,,,,,0.56,0.27,0.72,1,0.65,0.73
4,427,3,NTE,Always-Tested,0.47,0,,,,,,,0.25,0.25,1,-0.67,1,-0.4
4,428,4,NTE,Always-Tested,0.47,0,,,,,,,0.3,0.78,0,0,0.47,1
4,429,4,NTE,Always-Tested,0.47,0,,,,,,,-0.06,-0.67,0,1,0.29,0.46
4,430,6,NTE,Always-Tested,0.73,0,,,,,,,0.45,0.31,0.45,0.56,0.58,1
4,431,1,NTE,Always-Tested,0.8,1,,,,,,,-0.1,0.13,0.88,0.82,1,0.63
4,433,3,NTE,Always-Tested,0.93,1,,,,,,,0.56,0.75,0.63,0.86,0.51,1
4,434,4,NTE,Always-Tested,0.2,1,,,,,,,0,0,0,1,0.29,0
4,435,5,NTE,Always-Tested,1,0,,,,,,,0.64,-0.13,-0.13,0.13,0,0.25
4,436,6,NTE,Always-Tested,0.33,2,,,,,,,0.82,0.31,0.23,-0.67,-1,0
4,438,1,NTE,Always-Tested,0.67,0,,,,,,,0.65,0.63,0.58,0.3,1,0.74
4,439,2,NTE,Always-Tested,1,0,,,,,,,1,0.75,0.86,1,1,0.75
4,440,3,NTE,Always-Tested,0.2,1,,,,,,,0.37,-0.05,0.34,0,0.21,-2
4,441,4,NTE,Always-Tested,1,0,,,,,,,0.27,0.58,0.75,0.3,0.88,0.63
4,442,5,NTE,Always-Tested,0.53,0,,,,,,,-0.04,0,0.27,0,0.44,0
4,443,1,NTE,Always-Tested,0.47,0,,,,,,,0.2,0.31,0.17,0.04,0.3,0.3
4,447,4,NTE,Always-Tested,0.4,2,,,,,,,-0.06,0.52,-0.67,0.65,1,1
4,448,5,NTE,Always-Tested,0.4,0,,,,,,,-0.1,-0.32,0.25,0.53,0.4,1
4,449,6,NTE,Always-Tested,0.8,0,,,,,,,0.78,0.51,0.72,0.18,0.56,0.45
4,450,1,NTE,Always-Tested,0.6,0,,,,,,,0.5,0.75,1,0.52,0.79,0.71
4,451,2,NTE,Always-Tested,0.27,1,,,,,,,0,0.3,-0.67,1,1,1
4,452,3,NTE,Always-Tested,0.4,1,,,,,,,-0.67,-0.5,0.61,0.5,1,1
4,453,4,NTE,Always-Tested,0.73,0,,,,,,,0.4,0,1,-0.67,-0.67,0.34
4,455,6,NTE,Always-Tested,0.67,0,,,,,,,0.46,-0.67,0.07,0.21,0.78,0.21
4,457,2,NTE,Always-Tested,0.73,0,,,,,,,-0.67,0.65,-0.32,0.12,-0.39,0.45
4,458,3,NTE,Always-Tested,0.33,2,,,,,,,0.37,-0.5,1,0.25,0,0.17
4,460,5,NTE,Always-Tested,0.27,0,,,,,,,-0.1,1,0.11,0.12,0,1
4,461,6,NTE,Always-Tested,0.8,0,,,,,,,0.31,0.17,0.25,0.56,0.27,1
4,462,1,NTE,Always-Tested,0.6,1,,,,,,,0.5,0.09,0.25,0.84,0.81,1
4,463,2,NTE,Always-Tested,0.4,5,,,,,,,0.46,0.25,-0.32,0.12,1,-0.5
4,464,3,NTE,Always-Tested,1,1,,,,,,,0.44,0.68,1,0.58,0.52,0.75
4,465,4,NTE,Always-Tested,0.47,0,,,,,,,-0.5,-0.09,1,-0.4,0,0.46
4,466,3,NTE,Always-Tested,0.73,1,,,,,,,0.34,0.42,1,0.65,1,1
4,466,5,NTE,Always-Tested,0.8,0,,,,,,,0.09,0.74,0.72,0.88,1,0.45
4,468,1,NTE,Always-Tested,0.27,0,,,,,,,0.4,0.56,0,0,0,1
4,469,2,NTE,Always-Tested,0.13,0,,,,,,,0.71,0.74,0.78,1,0,0
4,470,3,NTE,Always-Tested,1,1,,,,,,,1,0.63,0.37,-0.05,0.44,0.88
4,472,5,NTE,Always-Tested,0.53,0,,,,,,,0.23,0.79,0.78,0.58,1,0.3
4,473,6,NTE,Always-Tested,0.93,1,,,,,,,0.88,0.72,0.5,0.52,0.44,0.44
4,474,1,NTE,Always-Tested,0.8,0,,,,,,,0.25,0.56,0.82,0.37,0.56,1
4,475,2,NTE,Always-Tested,0.93,0,,,,,,,0.72,0.68,0.44,0.5,0.72,0.72
4,476,3,NTE,Always-Tested,0.93,1,,,,,,,0.21,0.71,0.56,1,-0.11,-0.26
4,478,5,NTE,Always-Tested,1,0,,,,,,,0.52,0.5,0.3,0.05,-0.26,0
4,479,6,NTE,Always-Tested,0.4,0,,,,,,,0.45,0.45,1,-0.05,0.31,1
4,480,1,NTE,Always-Tested,0.73,0,,,,,,,0.18,0.5,0.79,0.68,0.56,0.56
4,605,5,NTE,Early-Tested,0.47,2,,,,,,,-0.16,0.32,0.53,,,0.56
4,606,6,NTE,Early-Tested,0.73,1,,,,,,,0.06,0.12,0.78,,,-0.32
4,607,1,NTE,Early-Tested,0.07,6,,,,,,,0.09,0.47,1,,,0
4,608,2,NTE,Early-Tested,0.27,1,,,,,,,-0.4,0.3,0.18,,,-1
4,609,3,NTE,Early-Tested,0.13,3,,,,,,,0.21,0.67,0.3,,,0
4,610,4,NTE,Early-Tested,0,2,,,,,,,0,1,0.46,,,0
4,611,5,NTE,Early-Tested,0.33,1,,,,,,,0.17,0.58,0.81,,,1
4,612,6,NTE,Early-Tested,0,0,,,,,,,0.63,0,0,,,0
4,613,1,NTE,Early-Tested,0.73,0,,,,,,,0.79,0.23,0.34,,,0.08
4,614,2,NTE,Early-Tested,0.6,0,,,,,,,-0.4,1,0.04,,,0.13
4,615,3,NTE,Early-Tested,0.67,1,,,,,,,0.37,0.45,0.3,,,0.44
4,616,4,NTE,Early-Tested,0.27,1,,,,,,,0.05,0.68,0.05,,,-1
4,617,5,NTE,Early-Tested,0.47,4,,,,,,,-0.1,0.46,-0.33,,,0.3
4,618,6,NTE,Early-Tested,0.13,1,,,,,,,-0.67,-0.5,1,,,0
4,620,2,NTE,Early-Tested,1,1,,,,,,,0.56,0.82,0.88,,,0.75
4,621,3,NTE,Early-Tested,0.47,2,,,,,,,0.27,0.81,0.09,,,0.22
4,622,4,NTE,Early-Tested,0.2,0,,,,,,,0.13,-1,0.07,,,0
4,623,5,NTE,Early-Tested,0.33,1,,,,,,,0.3,0.42,0.34,,,-0.67
4,624,6,NTE,Early-Tested,0.47,0,,,,,,,0.56,0.69,0.27,,,-0.08
4,625,1,NTE,Early-Tested,0.53,0,,,,,,,0.32,0.11,0.65,,,-0.09
4,626,2,NTE,Early-Tested,0.13,2,,,,,,,-0.38,1,1,,,0
4,627,3,NTE,Early-Tested,0.2,3,,,,,,,0,0.07,0.44,,,0
4,628,4,NTE,Early-Tested,0,4,,,,,,,0.11,-0.45,1,,,0
4,629,5,NTE,Early-Tested,0.73,2,,,,,,,0,0.44,0.72,,,0.15
4,630,6,NTE,Early-Tested,0.93,0,,,,,,,0.27,0.84,1,,,0.58
4,631,1,NTE,Early-Tested,0.2,0,,,,,,,-0.19,0.09,0.46,,,-2
4,632,2,NTE,Early-Tested,0.2,1,,,,,,,0,0.23,1,,,-2
4,633,3,NTE,Early-Tested,1,1,,,,,,,0.09,0.81,1,,,0.75
4,634,4,NTE,Early-Tested,0.47,0,,,,,,,0.42,0.63,0.04,,,0.13
4,635,5,NTE,Early-Tested,0.87,0,,,,,,,0.11,0.36,1,,,0.68
4,636,6,NTE,Early-Tested,0.87,1,,,,,,,-0.04,0.25,0.11,,,0.52
4,637,1,NTE,Early-Tested,0.2,0,,,,,,,0.25,0.71,0.17,,,1
4,638,1,NTE,Early-Tested,0.53,1,,,,,,,0.68,0.45,0.44,,,0.56
4,639,2,NTE,Early-Tested,0.27,3,,,,,,,0.31,-0.1,0.21,,,0
4,640,3,NTE,Early-Tested,0.27,1,,,,,,,-0.62,1,0,,,0
4,641,4,NTE,Early-Tested,1,0,,,,,,,0.27,1,0.52,,,0.72
4,642,5,NTE,Early-Tested,0.07,7,,,,,,,0.31,0.46,0.65,,,0
4,643,6,NTE,Early-Tested,0.6,1,,,,,,,0.5,0.63,1,,,1
4,644,1,NTE,Early-Tested,0.67,0,,,,,,,0.52,0.72,0.72,,,1
4,645,2,NTE,Early-Tested,0.73,0,,,,,,,0.02,0,-0.25,,,-0.32
4,646,3,NTE,Early-Tested,0.27,0,,,,,,,-0.38,1,0,,,1
4,647,4,NTE,Early-Tested,0.6,3,,,,,,,0.65,0.25,-0.29,,,1
4,648,5,NTE,Early-Tested,0.53,1,,,,,,,0.36,1,0.65,,,-0.4
4,649,6,NTE,Early-Tested,0.07,0,,,,,,,-0.33,0.64,0,,,0
4,650,1,NTE,Early-Tested,0.07,6,,,,,,,0.07,0.27,-0.17,,,0
4,651,2,NTE,Early-Tested,0.33,1,,,,,,,0,-0.32,0.12,,,1
4,652,3,NTE,Early-Tested,0.07,4,,,,,,,-0.5,0.17,1,,,0
4,653,4,NTE,Early-Tested,0.6,2,,,,,,,0.73,0.45,0.68,,,1
4,655,6,NTE,Early-Tested,0.53,0,,,,,,,0.64,0.11,0.74,,,0.69
4,656,1,NTE,Early-Tested,0.67,1,,,,,,,0.42,1,0.68,,,0.74
4,660,5,NTE,Early-Tested,0.27,0,,,,,,,0.07,1,1,,,1
4,661,6,NTE,Early-Tested,0.47,5,,,,,,,-0.5,0.15,0.72,,,0.53
4,664,3,NTE,Early-Tested,0.27,0,,,,,,,1,1,0.21,,,0
4,666,5,NTE,Early-Tested,0.73,0,,,,,,,0.34,-0.04,0.82,,,0.78
4,667,6,NTE,Early-Tested,0.27,2,,,,,,,0.27,0.3,1,,,0
4,668,1,NTE,Early-Tested,0.67,0,,,,,,,0.31,0.25,0.3,,,0
4,669,2,NTE,Early-Tested,0.2,0,,,,,,,0.56,0.21,-0.32,,,0
4,670,3,NTE,Early-Tested,0.2,0,,,,,,,-0.05,0.04,0.36,,,1
4,671,4,NTE,Early-Tested,0.8,1,,,,,,,0.84,0.88,0.84,,,0.25
4,673,6,NTE,Early-Tested,0.4,0,,,,,,,0.84,1,0.53,,,0.25
4,674,1,NTE,Early-Tested,0.13,2,,,,,,,0.58,1,1,,,1
4,675,2,NTE,Early-Tested,0.07,5,,,,,,,-0.17,0.64,-0.08,,,0
4,676,3,NTE,Early-Tested,0.8,1,,,,,,,0.21,0.72,1,,,1
4,677,4,NTE,Early-Tested,0.67,1,,,,,,,1,0.25,-0.09,,,0.47
4,700,1,NTE,Late-Tested,0.8,0,,,,,,,,,0.4,0.47,0.56,0.44
4,701,2,NTE,Late-Tested,1,0,,,,,,,,,0.63,0.34,0.27,0.25
4,702,3,NTE,Late-Tested,0.87,1,,,,,,,,,1,0.56,0.56,1
4,703,4,NTE,Late-Tested,0.8,0,,,,,,,,,0.63,0.52,0.63,0.63
4,704,5,NTE,Late-Tested,0.87,0,,,,,,,,,0.75,0.38,1,0.52
4,705,6,NTE,Late-Tested,0.53,0,,,,,,,,,0.3,0.5,1,-0.2
4,706,1,NTE,Late-Tested,0.6,0,,,,,,,,,0.42,0.47,1,1
4,707,2,NTE,Late-Tested,0.4,1,,,,,,,,,-1,1,-0.5,1
4,708,3,NTE,Late-Tested,0.47,1,,,,,,,,,1,0,0,0.07
4,709,4,NTE,Late-Tested,0.4,2,,,,,,,,,-0.67,1,1,1
4,710,5,NTE,Late-Tested,0.53,1,,,,,,,,,0.81,-0.4,1,0.11
4,711,6,NTE,Late-Tested,0.53,0,,,,,,,,,0,1,1,-0.33
4,712,1,NTE,Late-Tested,0.53,0,,,,,,,,,0.25,0,0.04,1
4,713,2,NTE,Late-Tested,0.8,0,,,,,,,,,0.04,-0.06,1,0.81
4,715,4,NTE,Late-Tested,0.47,0,,,,,,,,,0.3,0.07,0.37,-0.17
4,716,5,NTE,Late-Tested,0.13,0,,,,,,,,,0.46,0.56,0.07,0
4,717,6,NTE,Late-Tested,0.8,0,,,,,,,,,-0.08,0.5,0.77,0.44
4,718,1,NTE,Late-Tested,0.8,2,,,,,,,,,0.53,1,0.11,0.09
4,719,2,NTE,Late-Tested,0.87,0,,,,,,,,,0.27,0.47,0.16,0.21
4,720,3,NTE,Late-Tested,0.73,1,,,,,,,,,-1,0.12,-0.5,0.37
4,721,4,NTE,Late-Tested,0.27,0,,,,,,,,,0,1,1,1
4,722,5,NTE,Late-Tested,0.87,0,,,,,,,,,-2,-0.08,0.46,0.21
4,723,6,NTE,Late-Tested,0.6,1,,,,,,,,,1,0,0.5,-0.04
4,724,1,NTE,Late-Tested,0.93,0,,,,,,,,,0.25,0.86,1,0.72
4,725,2,NTE,Late-Tested,0.4,0,,,,,,,,,-0.67,0.74,0.32,1
4,726,3,NTE,Late-Tested,0.73,1,,,,,,,,,-0.04,0.25,-0.33,0.61
4,727,4,NTE,Late-Tested,0.73,3,,,,,,,,,-0.08,0.5,0.54,0.56
4,728,5,NTE,Late-Tested,0.73,1,,,,,,,,,0,0.68,0.44,-0.1
4,729,6,NTE,Late-Tested,0.67,1,,,,,,,,,-0.25,1,0.06,-0.05
4,730,1,NTE,Late-Tested,0.67,1,,,,,,,,,0,0,0.53,-0.05
4,731,2,NTE,Late-Tested,0.87,1,,,,,,,,,0.25,0.3,0.63,0.68
4,732,3,NTE,Late-Tested,0.47,1,,,,,,,,,-0.2,-0.5,0,0.07
4,733,4,NTE,Late-Tested,0.8,0,,,,,,,,,1,0,0.78,0.64
4,734,5,NTE,Late-Tested,0.87,0,,,,,,,,,0.52,0.25,0.37,0.84
4,735,6,NTE,Late-Tested,0.47,1,,,,,,,,,1,0,-0.5,0.53
4,736,1,NTE,Late-Tested,0.4,0,,,,,,,,,1,-0.05,0.17,-0.2
4,737,2,NTE,Late-Tested,0.33,0,,,,,,,,,1,0.07,0,0.17
4,738,3,NTE,Late-Tested,0.27,1,,,,,,,,,1,-0.5,-0.5,1
4,739,4,NTE,Late-Tested,0.6,0,,,,,,,,,-2,0.4,0.06,0.42
4,740,5,NTE,Late-Tested,0.47,0,,,,,,,,,1,0,0.5,1
4,741,6,NTE,Late-Tested,0.47,1,,,,,,,,,0.37,0.17,0.58,0.22
4,742,1,NTE,Late-Tested,0.4,0,,,,,,,,,-0.5,0,1,-0.5
4,743,2,NTE,Late-Tested,0.67,0,,,,,,,,,0.07,0.82,0.55,0.47
4,744,3,NTE,Late-Tested,0.33,3,,,,,,,,,0,1,0.56,1
4,745,4,NTE,Late-Tested,0.87,0,,,,,,,,,0,1,0.86,0.52
4,746,5,NTE,Late-Tested,0.2,0,,,,,,,,,0,-0.8,0,-2
4,747,6,NTE,Late-Tested,0.6,0,,,,,,,,,1,0.4,0,0.04
4,748,1,NTE,Late-Tested,0.47,0,,,,,,,,,0.12,0.13,0.16,0.07
4,749,2,NTE,Late-Tested,0.6,0,,,,,,,,,-0.75,0.74,0.31,1
4,750,3,NTE,Late-Tested,0.6,2,,,,,,,,,1,0.64,0.31,0.13
4,751,4,NTE,Late-Tested,0.53,3,,,,,,,,,-1,0,1,0.11
4,752,5,NTE,Late-Tested,0.4,0,,,,,,,,,0.56,0.78,1,0.25
4,753,6,NTE,Late-Tested,0.47,1,,,,,,,,,0,-2,0.2,-0.08
4,754,1,NTE,Late-Tested,0.47,0,,,,,,,,,0,0,1,0.07
4,755,2,NTE,Late-Tested,0.8,0,,,,,,,,,-0.5,0.3,1,0.81
4,757,4,NTE,Late-Tested,0.53,0,,,,,,,,,0.13,1,1,0.27
4,758,5,NTE,Late-Tested,0.47,0,,,,,,,,,1,0.17,1,-0.75
4,759,6,NTE,Late-Tested,0.67,0,,,,,,,,,0,0.64,0.11,1
4,760,1,NTE,Late-Tested,0.87,1,,,,,,,,,0.32,0.25,0.84,0.68
4,761,2,NTE,Late-Tested,0.4,0,,,,,,,,,0,0.5,-1,0
4,762,3,NTE,Late-Tested,0.8,1,,,,,,,,,0.37,0.13,0.3,-0.09
4,763,4,NTE,Late-Tested,0.73,0,,,,,,,,,0.3,0.13,0.45,0.61
4,764,5,NTE,Late-Tested,0.2,0,,,,,,,,,-1,-0.67,-0.67,-2
4,766,1,NTE,Late-Tested,0.4,0,,,,,,,,,0.45,0.04,0.5,1
4,767,2,NTE,Late-Tested,0.87,0,,,,,,,,,0.63,0.11,-0.37,0.21
4,768,3,NTE,Late-Tested,1,1,,,,,,,,,0.72,0.58,0.38,0
4,501,1,NTE,Not-Tested,0.13,2,,,,,,,,,,,,0
4,502,2,NTE,Not-Tested,0.27,0,,,,,,,,,,,,0
4,503,3,NTE,Not-Tested,0.07,3,,,,,,,,,,,,0
4,504,4,NTE,Not-Tested,0.33,3,,,,,,,,,,,,-0.25
4,505,5,NTE,Not-Tested,0.07,0,,,,,,,,,,,,0
4,506,6,NTE,Not-Tested,0.27,0,,,,,,,,,,,,0
4,508,2,NTE,Not-Tested,0.6,1,,,,,,,,,,,,-0.04
4,509,3,NTE,Not-Tested,0,5,,,,,,,,,,,,0
4,510,4,NTE,Not-Tested,0.87,0,,,,,,,,,,,,0.25
4,511,5,NTE,Not-Tested,0,5,,,,,,,,,,,,0
4,512,6,NTE,Not-Tested,0.13,2,,,,,,,,,,,,0
4,513,1,NTE,Not-Tested,0.13,1,,,,,,,,,,,,0
4,515,3,NTE,Not-Tested,0.27,2,,,,,,,,,,,,0
4,516,4,NTE,Not-Tested,0.2,2,,,,,,,,,,,,0
4,517,5,NTE,Not-Tested,0.07,5,,,,,,,,,,,,0
4,518,6,NTE,Not-Tested,0.33,0,,,,,,,,,,,,-0.67
4,521,3,NTE,Not-Tested,0.2,2,,,,,,,,,,,,0
4,522,4,NTE,Not-Tested,0.27,0,,,,,,,,,,,,0
4,523,5,NTE,Not-Tested,0.33,0,,,,,,,,,,,,-0.67
4,524,6,NTE,Not-Tested,0.07,1,,,,,,,,,,,,0
4,525,1,NTE,Not-Tested,0.2,0,,,,,,,,,,,,0
4,526,2,NTE,Not-Tested,0.6,1,,,,,,,,,,,,0.18
4,528,4,NTE,Not-Tested,0,5,,,,,,,,,,,,0
4,529,5,NTE,Not-Tested,0.2,2,,,,,,,,,,,,0
4,530,6,NTE,Not-Tested,0,3,,,,,,,,,,,,0
4,531,1,NTE,Not-Tested,0.07,3,,,,,,,,,,,,0
4,532,2,NTE,Not-Tested,0.4,4,,,,,,,,,,,,1
4,533,3,NTE,Not-Tested,0.33,0,,,,,,,,,,,,0.17
4,534,4,NTE,Not-Tested,0.13,0,,,,,,,,,,,,0
4,535,5,NTE,Not-Tested,0.27,4,,,,,,,,,,,,1
4,536,6,NTE,Not-Tested,0.27,0,,,,,,,,,,,,1
4,537,1,NTE,Not-Tested,0.6,0,,,,,,,,,,,,0.13
4,538,1,NTE,Not-Tested,0.13,1,,,,,,,,,,,,0
4,539,2,NTE,Not-Tested,0.27,0,,,,,,,,,,,,0
4,541,4,NTE,Not-Tested,0,3,,,,,,,,,,,,0
4,543,6,NTE,Not-Tested,0.2,3,,,,,,,,,,,,1
4,544,1,NTE,Not-Tested,0.13,6,,,,,,,,,,,,0
4,545,2,NTE,Not-Tested,0.27,1,,,,,,,,,,,,-1
4,546,3,NTE,Not-Tested,0.87,1,,,,,,,,,,,,-0.27
4,547,4,NTE,Not-Tested,0.27,1,,,,,,,,,,,,0
4,548,5,NTE,Not-Tested,0.07,2,,,,,,,,,,,,0
4,549,6,NTE,Not-Tested,0.53,0,,,,,,,,,,,,0.5
4,550,1,NTE,Not-Tested,0.87,1,,,,,,,,,,,,0.84
4,551,2,NTE,Not-Tested,0,3,,,,,,,,,,,,0
4,552,3,NTE,Not-Tested,0.27,3,,,,,,,,,,,,0
4,554,5,NTE,Not-Tested,0.33,1,,,,,,,,,,,,0
4,555,6,NTE,Not-Tested,0.07,6,,,,,,,,,,,,0
4,556,1,NTE,Not-Tested,0.13,2,,,,,,,,,,,,0
4,557,2,NTE,Not-Tested,0.4,0,,,,,,,,,,,,0
4,561,6,NTE,Not-Tested,0.07,3,,,,,,,,,,,,0
4,562,1,NTE,Not-Tested,0.6,1,,,,,,,,,,,,0.04
4,564,3,NTE,Not-Tested,0,4,,,,,,,,,,,,0
4,565,4,NTE,Not-Tested,0.6,0,,,,,,,,,,,,0.65
4,566,5,NTE,Not-Tested,0.33,0,,,,,,,,,,,,0.17
4,567,6,NTE,Not-Tested,0.27,0,,,,,,,,,,,,-1
4,568,1,NTE,Not-Tested,0.07,2,,,,,,,,,,,,0
4,571,4,NTE,Not-Tested,0.87,1,,,,,,,,,,,,0.35
4,572,5,NTE,Not-Tested,0.67,0,,,,,,,,,,,,0.44
4,573,6,NTE,Not-Tested,0.47,1,,,,,,,,,,,,0.07
4,574,1,NTE,Not-Tested,0.4,4,,,,,,,,,,,,0.25
4,575,2,NTE,Not-Tested,0.53,0,,,,,,,,,,,,0.64
4,576,3,NTE,Not-Tested,0.33,1,,,,,,,,,,,,1
4,577,4,NTE,Not-Tested,0.27,1,,,,,,,,,,,,1
4,578,5,NTE,Not-Tested,0.33,0,,,,,,,,,,,,-0.67
4,579,6,NTE,Not-Tested,0.33,1,,,,,,,,,,,,-0.67
4,580,1,NTE,Not-Tested,1,0,,,,,,,,,,,,1